odberove_misto_id,odberove_misto_nazev,okres_nuts_kod,operacni_status,odberove_misto_adresa,latitude,longitude,testovaci_kapacita,nasofaryngealni_odber,orofaryngealni_odber,antigenni_odber,drive_in
f6f6b3b0-360b-40de-bf60-78beb7813464,"Centrum zdravotnického zabezpečení sportovní reprezentace OM Strahov",CZ0100,,"Vaníčkova ulice, Praha 6, Velký strahovský stadion",50.0802650,14.3900014,500,1,,1,
f17b183e-2b3f-43d8-b370-9e945174911c,"Charita Vlašim",CZ0201,,"Nádražní 347, Vlašim",49.7006492,14.8975142,250,1,1,1,1
ef50331c-7422-4d36-90a1-a72673d855b5,"Charita Zlín - odběrové místo",CZ0724,,"třída Tomáše Bati 204, 760 01 Zlín",49.2251697,17.6656944,0,,,1,
088baba9-49f9-49d4-b660-6e3687bf47f0,"Chrudimská nemocnice, NPK, .a.s.",CZ0531,,"Václavská 570, 537 27 Chrudim",49.9419936,15.8064839,200,1,,1,
870eb4b6-cd8c-4328-9283-5ce418de6996,"Citylab  s.r.o. - Poliklinika Stodůlky",CZ0100,1,"Hostinského 1533, Praha 13",50.0462122,14.3149161,60,1,,1,
25e371dc-9af4-4de1-bb3a-be0d55b39438,"Citylab s.r.o. -  Hostivice",CZ020A,,"Husovo náměstí 59, Hostivice",50.0807336,14.2574936,50,1,,1,1
36e18b1d-acce-4f19-891b-f15ffe082c65,"Citylab s.r.o. - Poliklinika Michnova",CZ0100,,"Michnova 1622, Praha 4",50.0313361,14.5206247,50,1,,1,
a9b735bb-9831-4604-98b7-3383b27415da,"Citylab s.r.o. - Uhříněves",CZ0100,,"Peceradská 10A, Praha 10 - Uhříněves",50.0294417,14.6001378,100,1,,,
2494ec4c-8f5b-4cb5-839b-021e01d7f555,"Covid - Neratovice",CZ0206,,"Náměstí Republiky, 277 11 Neratovice",50.2583314,14.5176575,250,1,1,1,
93bfdd12-6252-4199-8910-ff4265782743,"Covid Spot, Kolejní, 612 00 Brno - Královo Pole",CZ0642,,"Kolejní, 612 00 Brno - Královo Pole, zastávka ,,Podnikatelská''",49.2279690,16.5755360,1000,1,,1,
f05668a2-29fe-4c96-80da-e5dc563304f6,Covid-Prosek,CZ0100,,"Kytlická 758/21, 19000 Praha 9 - Prosek",50.1259461,14.5050239,200,1,1,1,
3cbd7d60-459b-4967-9e95-b722c29d2589,"Cytogenetická laboratoř Brno, s.r.o.",CZ0642,,"Veveří 39, 602 00 Brno",49.2017253,16.5986119,50,,,1,
18ec1178-b99c-437b-a79c-a44c5cb50fd6,"DZS Přeštice s.r.o. - odběrové místo",CZ0324,,"Sedláčkova 553, 334 01 Přeštice",49.5733014,13.3251628,30,1,,1,
d675d47b-78c8-40eb-85f9-c6f05a75f1e9,"Domažlická nemocnice, a.s.",CZ0321,,"Kozinova 292, 344 01 Domažlice",49.4380530,12.9079180,120,1,,,1
62039ce3-34cd-4c61-b5b8-575a302357fb,"Dopravní a záchranná služba s.r.o.",CZ0323,,"Wenzigova 340/11, 301 00 Plzeň 3 - Východní Předměstí",49.7457797,13.3899411,200,,,1,
06612a1a-ef79-464b-9984-ad728ae35fb8,"Dopravní zdravotnictví a.s., Poliklinika AGEL Olomouc",CZ0712,,"Jermenkova 1056/40, 772 52 Olomouc",49.5916508,17.2763164,200,,,,
c7162021-8d24-4c8d-9f07-2eaa926ee880,"Dopravní zdravotnictví a.s., Poliklinika AGEL Plzeň",CZ0323,,"Švihovská 14, Plzeň",49.7458553,13.3935442,30,1,,1,
d91a2948-366c-40d2-a593-3358b8504f7b,"Dopravní zdravotnictví a.s., Poliklinika AGEL Praha",CZ0100,,"Italská 560/37, 121 43, Praha 2",50.0805722,14.4379836,200,1,,,
7a1801e7-f06a-4ec3-9227-81e44bbd1bbc,"Dopravní zdravotnictví a.s., Poliklinika AGEL Praha - Mobilní odběrový tým",CZ0100,,"Italská 560/37, Praha 2",50.0805722,14.4379836,200,1,,1,
51aee691-f4b9-4520-9caa-5a31f7b72416,"Dopravní záchranná služba s.r.o - odběrové místo Plzeň",CZ0323,,"Wenzigova 340/11, Plzeň 301 00",49.7457797,13.3899411,300,,,1,
dc977f09-dea9-42f5-9ee5-6c324c11b152,"Dopravní záchranná služba s.r.o - odběrové místo Plzeň",CZ0205,,"Jeníkovská 348/17,286 01  Čáslav",49.9042383,15.4007222,250,1,,1,
f527ce85-caf0-4905-bcde-34afafc29b35,"Drive-IN - Hola Biolabs - Heršpická 758/13",CZ0642,,"Heršpická 758/13, 619 00 Brno - Štýřice",49.1692386,16.6002650,200,1,,,1
3950fdb3-ae84-4e93-952e-4f19badc38f3,"Dětská ambulance, Soukalova 3355/3, Praha 12",CZ0100,1,"Soukalova 3355/3, 143 00 Praha 12 - Modřany",50.0058683,14.4142556,10,1,,,
e02eb5cd-1a90-4f68-8a1b-51c1c290fecd,"ELECTROLYTE s.r.o. - Jaroměř",CZ0523,,"Hradecká 161, 551 01 Jaroměř",50.3460617,15.9090317,1000,1,1,1,
adecb42d-54fb-47f2-a3a9-f20ba8aaee26,"ELECTROLYTE s.r.o. - Kolín OC Futurum",CZ0204,,"Rorejcova 906, 280 02 Kolín",50.0257083,15.2093267,500,,,1,
cf8caad3-c942-4193-a8e8-d389896bdb03,"ELECTROLYTE s.r.o. - Rokycany",CZ0326,,"Masarykovo náměstí 88, 337 01 Rokycany",49.7426147,13.5967003,200,,,,
03859203-e636-464c-beba-939627526fe6,"ELECTROLYTE s.r.o. - Tachov",CZ0327,,"náměstí Republiky 1554, 347 01 Tachov",49.7947531,12.6325400,100,,,1,
007bac84-39af-4e8d-acdf-69faee8ba5fd,"ELECTROLYTE s.r.o. - odběrové místo Akademika Bedrny Hradec Králové",CZ0521,,"Akademika Bedrny 383, 500 03 Hradec Králové",50.2183094,15.8325333,1000,,1,1,
39266d51-c2f4-4cf4-9c5f-264bf63968ae,"ELECTROLYTE s.r.o. - odběrové místo Hlavní nádraží Praha",CZ0100,,"Wilsonova 300/8, 120 00 Vinohrady",49.9161283,14.2395500,2000,,,1,
9df79c4f-4356-4acc-9106-087833a8c1b6,"ELECTROLYTE s.r.o. - odběrové místo KV Aréna",CZ0412,,"Západní 1812, 360 01 Karlovy Vary",50.2239856,12.8443289,500,,,1,
0ce915b0-395b-4dee-a338-d2b050996202,"ELECTROLYTE s.r.o. - odběrové místo Karlovy Vary",CZ0412,,"T. G. Masaryka 43/53",50.2299756,12.8684633,200,,,1,
7e6a709e-49e5-4181-a32b-ec9505e6111a,"ELECTROLYTE s.r.o. - odběrové místo Katovická Strakonice",CZ0316,,"Katovická 1303, 386 01 Strakonice",49.2635742,13.8932944,500,1,,1,
0d046652-69ff-4212-a50b-7b14377bb03e,"ELECTROLYTE s.r.o. - odběrové místo Nový Bydžov",CZ0521,,"Dr. M. Horákové 1568, 504 01 Nový Bydžov",50.2443669,15.4866758,200,,,1,
20613fd0-cfe4-416b-bfb7-6b252e6d5512,"ELECTROLYTE s.r.o. - odběrové místo Ostrava OC Futurum",CZ0806,,"Novinářská 3178/6",49.8327336,18.2641572,450,,,1,
8f7b087c-9225-4658-ba47-4da2e60af61d,"ELECTROLYTE s.r.o. - odběrové místo Revoluční Dvůr Králové nad Labem",CZ0525,,"Revoluční 66, Dvůr Králové nad Labem, 544 01",50.4305514,15.8134325,600,,,1,
c64d9822-fbef-4885-9897-60adf820e55f,"ELECTROLYTE s.r.o. - odběrové místo Sladkovského Pardubice",CZ0532,,"Sladkovského 458, 530 02 Pardubice",50.0337614,15.7746544,1000,,1,1,
97ab61c1-640d-49bb-928f-0c1b69906339,"ELECTROLYTE s.r.o. - odběrové místo Trutnov",CZ0525,,"Svatojánské náměstí/Horská",50.5614081,15.9109681,1100,,,1,
61dc5b01-a279-4f93-b017-b8d0c1713f05,"ELECTROLYTE s.r.o. - odběrové místo Volgogradská Tábor",CZ0317,,"Volgogradská 2972, 390 05 Tábor",49.3936208,14.6878439,500,1,,1,
92dad760-90e0-4c7f-8769-a2ea26e14ae8,"ELECTROLYTE s.r.o. - odběrové místo Výškovická Ostrava Zábřeh",CZ0806,,"Výškovická 46/3121, 700 30 Ostrava",49.7989167,18.2297433,450,,,1,
364884a7-37ba-4f05-a4dd-f214402e4640,"ELECTROLYTE s.r.o. - odběrové místo nám. T.G.Masaryka Poděbrady",CZ0208,,"nám. T. G. Masaryka, 290 01 Poděbrady",50.1480753,15.1211303,200,1,,1,
dd36adc4-50c2-4c7d-a8f3-aa847584c332,"ELECTROLYTE s.r.o. - odběrové místo Ústí nad Labem Krušnohorská",CZ0427,,"Krušnohorská 3371/2, 40011 Ústí nad Labem - Severní Terasa",50.6778200,14.0366708,1000,,,1,
d3ef7feb-f132-4a63-83fd-933e45a2d122,"ELECTROLYTE s.r.o. - odběrové místo Želivského Bílina",CZ0426,,"Želivského 51, 418 01Bílina",50.5490100,13.7745617,200,1,,1,
a9eac7a6-f637-46d5-8eca-6c1c96276ba8,"ELECTROLYTE s.r.o. – odběrové místo Plzeň",CZ0323,,"Americká 90/11, Plzeň",49.7439114,13.3740511,200,1,,1,
b4f471e1-7a52-47db-b9d1-cfa736df6ffb,"ELISABETH PHARMACON, spol. s. r. o.",CZ0642,1,"Rokycanova 4437/5, 615 00 Brno-Židenice",49.2005653,16.6407833,2050,,1,1,
b9aab6c9-42bf-4a89-93b4-fb8dcd1d8d28,"EMA Emergency s.r.o. - odběrové místo Jeseník",CZ0711,,"Zámecké nám. 921/5, 790 01 Jeseník",50.2305058,17.2076831,100,,,,
5a1d0419-8b22-4c61-9ff4-52751b4ee02f,"EMA Emergency s.r.o. - odběrové místo Olomouc Šantovka",CZ0712,,"Polská 1201/1, 779 00 Olomouc",49.5874261,17.2579194,0,,,,
533d9924-e168-4da4-a442-0aaf85955736,"EMA Emergency,s.r.o. - OC Centro Zlín-Malenovice",CZ0724,,"3.května 1170 , 76302 Zlín 4 -Malenovice",49.2047183,17.5723225,250,,,1,
feeffab8-0292-460c-8715-5b390e4a5013,"EUC Klinika Liberec s.r.o. - odběrové místo",CZ0513,,"Klášterní 117/2, 460 05 Liberec V-Kristiánov",50.7685825,15.0665256,50,1,,1,
9166bc1c-e787-46dc-bfdf-8de9869e4371,"EUC Klinika Plzeň",CZ0323,1,"Denisovo nábřeží 1000/4, 301 00 Plzeň 3",49.7450789,13.3830597,80,1,,1,
5b067b53-ee74-4b1a-a359-94a4b13fce31,"EUC Klinika Zlín - odběrové místo Tř. T. Bati Zlín",CZ0724,,"třída Tomáše Bati 5135, 760 01 Zlín",49.2226092,17.6570236,20,1,,1,
5ff0bd2f-129b-439b-bb4e-dcb98049fd75,"EUC Laboratoře -  poliklinika České Budějovice",CZ0311,,"Matice školské 1786/17, České Budějovice",48.9666044,14.4760956,200,1,,1,
61b0a5a6-deab-4985-b7dd-f6ea8c624061,"EUC Laboratoře - odběrové místo Sportcentrum Vysoké Mýto",CZ0534,,"Jiráskova 111, 566 01 Vysoké Mýto",49.9495042,16.1557247,200,1,,1,
a01455ef-1edc-489d-9f96-5d8a373014b4,"EUC Laboratoře CGB a.s. - odběrové místo Hlučín Hornická 5",CZ0805,,"Hornická 5, 748 01 Hlučín",49.9033900,18.1918300,200,1,1,1,
d03ee7ee-42d4-4538-86e5-b1a38b689cec,"EUC Laboratoře CGB a.s. - odběrové místo Ostrava Opavská",CZ0806,,"Opavská 962/39",49.8314431,18.1783136,600,1,1,1,
2824c268-029c-4718-891d-82ab1a58c7a0,"EUC Laboratoře Praha Kartouzská",CZ0100,,"Kartouzská 204/6,Praha 5",50.0742825,14.4015444,200,1,,1,
e150ce66-34e6-427b-a27a-ca1cbfd2ff81,"EUC Laboratoře Praha Veleslavín",CZ0100,,"Veleslavínská 1/30, 162 00 Praha 6",50.0932769,14.3508769,500,1,,1,1
ad5aa06f-5b75-471b-aeed-3dcb3fb5abd4,"EUC Laboratoře s.r.o. - Huťská 211 Kladno",CZ0203,1,"Huťská 211, 272 01 Kladno",50.1485258,14.1066928,0,,,,
ff8b5cc6-5bd1-486f-bbf2-6ef36855e501,"EUC Laboratoře s.r.o. - K. Šípka Pardubice",CZ0532,1,"Karla Šípka 282, 53009 Pardubice",50.0528892,15.7591656,0,,,,
f9770765-4483-4c76-be32-fd1a11d98eff,"EUC Laboratoře s.r.o. - Masarykova 2000/92 Ústí nad Labem",CZ0427,1,"Masarykova 2000/92, 40001 Ústí nad Labem",50.6676786,14.0290669,0,,,,
82ad2a34-d35a-4b7d-950f-959782f1c9c2,"EUC Laboratoře s.r.o. - Matice školské České Budějovice",CZ0311,1,"Matice školské 1786/17, 370 01 České Budějovice",48.9666044,14.4760956,0,,,,
2688cc58-4de0-45e0-96ee-75c8ef206c52,"EUC Laboratoře s.r.o. - Pražská 206 Bílina",CZ0426,1,"Pražská 206/95, 41801 Bílina",50.5411144,13.7843264,0,,,,
8eeca654-5402-43f1-b7e8-f7c5fd59cc73,"EUC Laboratoře s.r.o. - Rokycanova Pardubice",CZ0532,1,"Rokycanova 2798, 530 02 Pardubice",50.0303219,15.7746406,0,,,,
f9d9ff31-6afe-41c2-aba4-27cc0c36cdea,"EUC Laboratoře s.r.o. - Tř. T. Bati 5135 Zlín",CZ0724,1,"třída Tomáše Bati 5135, 76001 Zlín",49.2226092,17.6570236,0,,,,
088efe18-38e2-4880-a610-412be25308d3,"EUC Laboratoře s.r.o. - odběrové místo Praha Bohdalec",CZ0100,,"Nad Vršovskou horou",50.0615628,14.4735772,200,1,,1,
4b5455a2-d0f9-434d-8550-e88fbf94ca45,"EUC Laboratoře s.r.o. Horní Počernice - odběrové místo",CZ0100,,"Palackého 720/5",50.1142944,14.6072056,200,1,,1,
2874f3e2-9c79-4199-a069-3d9447b8b6cd,"EUC klinika - Huťská Kladno",CZ0203,,"Huťská 211, 272 80 Kladno",50.1485258,14.1066928,40,1,,1,
de1de66b-c1b8-4a53-b717-b532ed972178,"EUC klinika - odběrové místo Libušina Přelouč",CZ0532,,"Libušina 203, 53501 Přelouč",50.0360186,15.5664069,4,1,,,
297828ac-334d-4896-a368-53a88841ac38,"EUC klinika - odběrové místo Masarykova Ústí nad Labem",CZ0427,1,"Masarykova 2000/92, 400 01 Ústí nad Labem",50.6676786,14.0290669,150,1,,1,
99192ad5-cdf0-45d5-be74-9816dc239f04,"EUC klinika - odběrové místo Plaňanská",CZ0100,,"Plaňanská 573/1,108 00 Praha 10",50.0802200,14.5012344,50,1,,1,
c66e5d2d-2855-499e-ac20-3b301c06342d,"EUC klinika Ostrava a.s. pouze Ag",CZ0806,1,"Opavská 962/39, Ostrava",49.8314431,18.1783136,0,,,1,
1ed509e4-9612-4e19-b980-bfd97d55f14c,"EUC laboratoře - Poliklinika Šustova",CZ0100,,"Šustova 1930/2, Praha",50.0274633,14.4893417,200,1,,1,
e1da58f3-b787-4e72-9ede-49c25e2757b0,"Electrolyte s.r.o.",CZ0411,,"Chebská 255 Mariánské Lázně",49.9641417,12.7004872,200,1,1,1,
f0464223-6cd1-4b2d-ad2f-f54663ed68d6,"Electrolyte s.r.o. - odběrové místo Náchod",CZ0523,,"Hurdálkova 147, 547 01 Náchod",50.4167378,16.1655728,1000,,,1,
2c400476-462e-40da-be55-9bdd3a0d8b4c,"EliteMedical s.r.o.",CZ0100,1,"Na Příkopě 859/22, 110 00 Praha 1 - Nové Město",50.0864122,14.4273183,20,1,,1,
7bd73b5c-75de-4a3f-b689-b0f65be7857f,"Elphogene s.r.o. - odběrové místo Stříbro",CZ0327,,"Revoluční 712, 349 01 Stříbro",49.7556228,12.9928947,100,1,1,,1
523bb7a3-b5aa-45d8-b570-6dc2bf923325,"EuroCentrumHelp z.s. Rohatec - mobilní odběrový tým",,,"Strážnická 615/1, 696 01 Rohatec",48.8866342,17.1904917,0,,,1,1
91c26934-6798-45ab-a906-d11eb7feda49,"FIRM CLINIC s.r.o. - odběrové místo Jesenice",CZ020A,,,,,1000,,,1,1
087c05c3-584a-4b6f-8da5-d6d250b0a216,"FN Brno Bohunice - mobilní odběrové místo",CZ0642,,"Jihlavská 20, Brno 62500",49.1755828,16.5704460,0,,,,
20cb8476-3ade-499b-a22f-1f2c4a327e68,"FN Brno Bohunice - odběrová sanita",CZ0642,,"Jihlavská 20, Brno 62500",49.1755828,16.5704460,40,,,,
2d70e258-ae98-4ac6-90bd-859629c8de0f,"FN Brno Dětská nemocnice",CZ0642,,"Černopolní 9 Brno 61300",49.2047950,16.6182840,150,,,,
72833400-602c-4775-bffe-452d297a6b23,"FYZIOklinika - odběrové místo Machova Praha Chodov",CZ0100,1,"Machkova 1642/2, 149 00 Praha 11 - Chodov",50.0326878,14.5132733,2000,1,1,1,
03398a47-f8f1-491b-9443-ad1cfadcaafb,"Fakultní nemocnice Brno Bohunice",CZ0642,,"Jihlavská 20, 625 00  Brno",49.1749915,16.5768426,0,,,1,
9133b301-77e5-4919-897e-6be3031bded9,"Fakultní nemocnice Bulovka",CZ0100,1,"Budínova 67/2 Praha 8 – Libeň 180 81",50.1146789,14.4596270,600,1,1,1,
f764ba71-e537-4b04-bfd1-ff3c491d558e,"Fakultní nemocnice Hradec Králové",CZ0521,1,"Sokolská 581, 500 05 Hradec Králové - Nový Hradec Králové",50.1948197,15.8259767,0,1,,,
027530dc-7057-475a-a53a-daf7b6a98c40,"Fakultní nemocnice Hradec Králové - odběrové místo Sokolská",CZ0521,1,"Sokolská 581, Hradec Králové, 50003",50.2003986,15.8269367,3,1,,,
d9da6ab0-e5d4-4ca0-b572-5e260b8a2999,"Fakultní nemocnice Královské Vinohrady",CZ0100,,"Šrobárova 1150/50, 100 34 Praha 10",50.0741119,14.4772378,25,1,,,
9b9662d8-5291-4f49-a1eb-b11f160f40d1,"Fakultní nemocnice Olomouc",CZ0712,,"I.P. Pavlova 185/6, 779 00 Olomouc",49.5854950,17.2372556,300,,,1,
f240d6a1-e736-4736-b8ce-b6d13dd96282,"Fakultní nemocnice Ostrava",CZ0806,1,"17. listopadu 1790/5, 708 52 Ostrava-Poruba",49.8268325,18.1591575,1200,1,,1,
7d8ac196-3273-4e2e-8cd4-ffbbec0a9763,"Fakultní nemocnice Plzeň",CZ0323,,"Edvarda Beneše 1128/13, 305 99 Plzeň-Bory",49.7360531,13.3733178,2000,1,,1,1
8d415369-76cc-4dd6-86bc-cefc2cef200d,"Fakultní nemocnice U Svaté Anny",CZ0642,1,"FNUSA Pavilon C, Leitnerova, Brno",49.1907600,16.6023090,120,1,,1,
7b786058-dfe9-487e-9f8a-9a7cc18464f2,"Fakultní nemocnice v Motole",CZ0100,,"V Úvalu 84, 15006, Praha 5",50.0731780,14.3446610,40,,,1,
b1016254-a702-4938-a292-4272b45bc4c1,"Feel Care s.r.o. - odběrové místo Praha 1 Opatovická",CZ0100,,"Opatovická 9, 110 00 Praha 1",50.0795389,14.4173592,0,1,,1,
e3319b75-0002-43ad-9c30-c5a707a7d3f0,"Filip Chaloupek - EMS Liberec",CZ0513,,"Broumovská 843/11, Liberec",,,50,1,,1,
6bd873a3-677a-4738-8fe3-75427237ff9c,"Forenzní DNA servis s.r.o. - odběrové místo FN Bulovka",CZ0100,,"Bulovka 1606/1, Praha 8",50.1146572,14.4602825,40,1,,,
50b27311-a9e5-45d0-a613-664bc8c1bea8,"Františkovy Lázně AQUAFORUM a.s.",CZ0411,,"5 Května 9, 351 01  Františkovy Lázně",50.1181875,12.3574319,600,1,,1,
b107e94f-4952-4e8c-974f-5f0a2d30e3ec,"GDPR4Med s.r.o., ord.prac. lékařství Medilam ergonomics s.r.o. - OM Opava",CZ0805,,"Krnovská 57/14, 746 01 Opava - Předměstí",49.9413475,17.8967603,100,1,,1,
4eb9078b-65a9-47cb-82c1-36c208b9c925,"GEN-TREND s.r.o. - odběrové místo Rudolfov",CZ0311,1,"Hůry 149, Rudolfov 373 71",49.0125264,14.5406686,150,1,,1,1
5b95873a-a2f1-4042-b6be-fa401efc7e82,"GENvia s.r.o. - Kladno Arménská",CZ0203,,"Arménská 3277, 272 01 Kladno",50.1336836,14.1393592,150,1,,1,1
5156d2b6-f31b-4cd0-9fba-30ab77157d90,"GENvia s.r.o. - Nuselská poliklinika",CZ0100,,"Nuselská poliklinika, Táborská 325/57, 140 00 Praha 4 - Nusle",50.0629900,14.4412100,200,1,,1,
751cb532-19fe-45bb-ba97-a95aab7efc1a,"GENvia, s.r.o. - Pankrác",CZ0100,,"Milevská 1695/7, 140 00 Praha 4 - Krč",50.0493483,14.4380014,1000,1,,1,
6e366573-637b-44ba-b8d6-aab0fd01600a,"GENvia, s.r.o. - odběrové místo Kamýk",CZ0100,,"Těšíkova 912/1",50.0150283,14.4272694,1000,1,,1,
51ace0e4-8a14-42ed-a752-2bf86d89f3d4,"GENvia, s.r.o. - odběrové místo OC Galerie Butovice",CZ0100,,"Radlická 117",50.0481958,14.3546242,1000,1,,1,
75fe31de-9fe6-4758-b604-5fbf9d05eca2,"GENvia, s.r.o. - odběrové místo Rokycany",CZ0326,,"Odpočívka Rokycany, 58.8 km (P), Rokycany - Borek",49.7579519,13.6166961,500,1,,1,
7b4854d4-4f46-4719-bdcf-9e4024860624,"GENvia, s.r.o. - odběrové místo Šlovice",CZ0324,,"Odpočívka Šlovice, 83.2 km (P), Dobřany - Šlovice",49.6781475,13.3295697,500,1,,1,
d880adb6-3f63-4fc1-8bcd-f7e87d2cce79,"GHC GENETICS - Vítězné náměstí",CZ0100,,"Vítězné náměstí, Praha 6,",50.1017797,14.3929494,100,1,,1,
2a8e40a8-5df4-4c2b-bca7-56e5e884ee9a,"GHC GENETICS - Výstaviště Holešovice DRIVE-IN",CZ0100,,"Výstaviště 67, Bubeneč, Praha 7, 170 00",50.1054428,14.4328139,100,1,,1,1
bb3ac68f-1e30-47af-8af7-a0de5e9d26b7,"GHC Genetics - Beroun Obchodní",CZ0202,,"Plzeňská 230, 266 01 Beroun",49.9572625,14.0593400,2,1,,1,
5a136b42-596b-4b38-8582-d160c5c8e85e,"GHC Genetics - Letiště Václava Havla",CZ0100,,"Aviatická, 160 00 Praha 6",50.1063694,14.2665906,200,1,,1,
348f0cbe-f7bb-4007-82e2-a13dc6f4b055,"GHC Genetics - Mníšek pod Brdy Na Oboře",CZ020A,,"Kulturní centrum NA OBOŘE, 252 10 Mníšek pod Brdy",49.8700144,14.2590764,100,1,,1,
46d37803-4d08-4ab4-8f65-6e517a33f8f0,"GHC Genetics - PVA Letňany DRIVE-IN",CZ0100,,"Parkoviště Pražský veletržní areál Letňany, Praha - Letňany",50.1281075,14.5153736,120,1,,1,1
26a303b7-51b5-4ba4-8b55-7dab73a8a77e,"GHC Genetics - odběrové místo Benešov Ke Stadionu",CZ0201,,"Ke Stadionu 2045, 256 01 Benešov",49.7760342,14.6763025,500,1,,,
8335e7c0-ca4f-4003-9a98-f7d926917644,"GHC Genetics - odběrové místo Brandýs nad Labem - Zápy",CZ0209,,"Zápy 301, 250 61 Brandýs nad Labem",50.1749392,14.6720717,500,1,,,1
2c402300-9908-4f0b-b7d9-8dc5809f0832,"GHC Genetics - odběrové místo Hamr Vltavanů",CZ0100,,"Vltavanů 1524, 140 00 Praha 4",50.0275622,14.4032408,500,1,,,1
cb3930be-4100-4492-8d6e-0f486ffa5042,"GHC Genetics - odběrové místo Hamr Záběhlická",CZ0100,,"Záběhlická 3203/60, 100 00 Praha 10",50.0542975,14.4862744,1000,1,,,1
806141b6-146a-468d-bb2a-a31b29209154,"GHC Genetics - odběrové místo Jesenická poliklinika",CZ0711,,"Dukelská 456/13, 790 01 Jeseník",50.2261314,17.2003969,500,1,,1,
8ce794c1-ad33-4ad1-b1fb-0a4b68e77dbd,"GHC Genetics - odběrové místo Kladno Arménská",CZ0203,,"Arménská 3277, 272 01 Kladno",50.1336836,14.1393592,500,1,,,1
f28ea6a1-3a46-4cb0-abd2-e01fd784129a,"GHC Genetics - odběrové místo Liberec České Mládeže",CZ0513,,"České mládeže 456, 463 12 Liberec",50.7414736,15.0490750,500,1,,,
3b9417ae-1c0b-47fa-b36e-87d4329ef506,"GHC Genetics - odběrové místo Makro Chlumecká",CZ0100,,"Chlumecká 2424, 193 00 Praha 9 Černý Most",50.1114853,14.5776111,1000,1,,,1
32e47ce9-e09b-4cf2-ad34-701a16b5e010,"GHC Genetics - odběrové místo Mariánské náměstí",CZ0100,,"Mariánské náměstí 2, 11000, Praha 1",50.0868892,14.4174425,250,1,,1,
36b3d2df-70a6-4b92-b5f6-f9683e95d5cc,"GHC Genetics - odběrové místo Masarykovo nám. Vizovice",CZ0724,,"Masarykovo nám. 762, 763 12 Vizovice",49.2206414,17.8520786,500,1,,1,
cbdc9861-76b7-41c9-a5fb-7cac2489ecab,"GHC Genetics - odběrové místo Mladá Boleslav Jičínská",CZ0207,,"Jičínská 1350/3, 29301 Mladá Boleslav",50.4082833,14.9406967,500,1,,,
313f0224-0d74-4a62-81bd-5c988b34eff8,"GHC Genetics - odběrové místo Most Čs. Armády",CZ0425,,"Čsl. armády 1271, 434 01 Most",50.5112222,13.6333789,500,1,,,
3941f1df-f904-42ab-bb86-d4a96f12ea00,"GHC Genetics - odběrové místo Mělník Bezručova",CZ0206,,"Bezručova 3779, 276 01 Mělník",50.3545981,14.4813100,500,1,,,
1325abe8-ce0d-410c-9e2b-be8fe671df72,"GHC Genetics - odběrové místo OC Zlín Malenovice",CZ0724,,"třída 3. května 1170, 763 02 Zlín 4 - Malenovice",49.2037253,17.5724628,500,1,,1,
3dd3fd1a-1eba-4bc1-bf09-db9bcbb693dc,"GHC Genetics - odběrové místo OD Kvanto Uherský Brod",CZ0722,,"Pořádí 2283, 686 01 Uherský Brod",49.0250456,17.6514681,500,1,,1,
8d43662b-7246-44a8-8ac3-b4f88a0404c1,"GHC Genetics - odběrové místo Plzeň U Prazdroje",CZ0323,,"U Prazdroje 2750/24, 301 00 Plzeň",49.7474106,13.3956006,1000,1,,,1
68a0a2be-9d07-4e4b-ab9c-96d91820f66d,"GHC Genetics - odběrové místo Praha 9 poliklinika Prosek",CZ0100,,"Lovosická 440/40, 190 00 Praha 9 - Střížkov",50.1288628,14.4901978,250,1,,1,
a39cd0c6-de00-4e81-9f19-579178bf5b6d,"GHC Genetics - odběrové místo Reální Ostrava",CZ0806,,"Reální 172/2, 702 00 Ostrava – Moravská Ostrava",49.8359633,18.2900589,500,1,,1,
9d5af66d-613f-401d-8881-f04aef45b492,"GHC Genetics - odběrové místo SAPA Libušská",CZ0100,,"Libušská 319, Libušská 319/126, 142 00 Praha-Libuš - Písnice",50.0016614,14.4672056,500,1,,,1
af3ef6ed-d894-43dd-b866-b21da21bc835,"GHC Genetics - odběrové místo Teplice Na Stínadlech",CZ0426,,"Na Stínadlech 3113, 415 01 Teplice",50.6401681,13.8199739,500,1,,,1
7aab14ff-93bc-4f8b-9a84-ba3d06d5f486,"GHC Genetics - odběrové místo Trantírkův dům Zlín",CZ0724,,"Náměstí Míru 488/2, 760 01 Zlín",49.2268381,17.6669333,500,1,,1,
2abc5fb1-0e0f-42f9-a08b-2af9f10cb8b9,"GHC Genetics - odběrové místo Valašské Klobouky",CZ0724,,"Československé armády 254, 766 01 Valašské Klobouky",49.1402772,18.0098717,250,1,,1,
6e94071d-b56b-4a5a-a4de-ed5369331590,"GHC Genetics - odběrové místo Westfield Chodov",CZ0100,,"Roztylská 2321/19, 148 00 Praha 11 - Chodov",50.0300942,14.4915936,1000,1,,,1
c442dcc3-4eb8-42b4-8213-6fcd364b938e,"GHC Genetics - odběrové místo Zličín Skandinávská",CZ0100,,"Skandinávská 23, 155 00 Praha 5",50.0495886,14.2953050,1000,1,,,1
9ad2f0ad-773c-48b9-82eb-82092147e5bf,"GHC Genetics - odběrové místo Zlín Vavrečkova",CZ0724,,"Vavrečkova 7074, 760 01 Zlín",49.2244764,17.6591392,300,1,,1,
